"Keyword","Type","Volume","KD","Cluster","Article Angle","Priority","Content Target","Status"
"birthday gifts for grandfather","Commercial","590","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 60th birthday female","Commercial","590","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for grandma","Commercial","480","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for mother","Commercial","480","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for womans birthday","Informational, Commercial","480","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift suggestions for 60th birthday woman","Commercial","480","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique birthday gift for daughter from mother","Informational","480","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gift for friend","Commercial","390","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for brother","Commercial","390","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for teen girls","Commercial","390","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 21st birthday","Commercial","390","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good birthday gifts for best friend","Commercial","390","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift idea for guys","Commercial","320","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 80th birthday","Commercial","320","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"ideas for 75th birthday gift","Commercial","320","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool birthday gifts for sister","Commercial","260","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized birthday presents for him","Commercial","210","30","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for grandma","Informational, Commercial","1900","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"30th birthday gifts for her","Commercial","1000","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"50th birthday gifts for him","Commercial","1000","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift ideas for female","Commercial","880","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for gf","Commercial","880","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for girls","Commercial","720","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts unique for him","Informational, Commercial","720","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift bags ideas for birthday parties","Commercial","720","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for kid girl","Informational","590","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gifts for moms birthday","Informational, Commercial","590","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for gf","Informational, Commercial","480","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for women on birthday","Commercial","480","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 60th birthday gifts for him","Commercial","480","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 60th birthday man","Informational, Commercial","390","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for fiance","Informational, Commercial","320","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for 7 year girl","Commercial","260","31","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for her birthday","Informational, Commercial","2400","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gifts for women","Commercial","1600","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gift ideas for men","Informational, Commercial","1300","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 10 year girl birthday","Commercial","1000","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for best friend","Commercial","720","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift ideas for sister","Commercial","720","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 80th birthday","Informational, Commercial","720","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for 13 year olds","Commercial","590","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for best friend","Commercial","480","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gifts for your mom","Commercial","480","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for grandma birthday","Informational, Commercial","480","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"meaningful birthday gifts for her","Informational","480","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gift for men","Commercial","390","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gifts for a friend","Commercial","390","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for yourself","Commercial","390","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"funny birthday gifts for him","Commercial","390","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for women birthday","Commercial","320","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for someone who has everything","Commercial","320","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift cards for birthday","Commercial","320","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for men on birthday","Commercial","320","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"70th birthday gift for women","Commercial","260","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for grandmother","Commercial","260","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for grandparents","Commercial","260","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"flowers and gifts for birthday","Commercial","260","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 70th birthday woman","Commercial","260","32","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gifts for her","Commercial","2400","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for moms birthday","Informational","1900","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for birthday woman","Informational","1600","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"70th birthday gifts for women","Commercial","1300","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique 40th birthday gifts for her","Commercial","1300","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift for her on her birthday","Commercial","1000","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"60th birthday gifts for men","Commercial","880","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for moms birthday","Commercial","880","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"womens gifts for birthday","Commercial","880","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"40th birthday gifts for her","Commercial","720","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for girl","Informational, Commercial","590","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for teacher","Commercial","590","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for 40th birthday for women","Commercial","590","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 30th birthday","Informational","590","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 70th birthday female","Commercial","590","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gift for bf","Commercial","480","33","Occasion — Birthday","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
